Protein IDs	173.1	173.2	173.3	173.4	173L.1	173L.2	173S.1	173S.2	173S.3	173S.4	178.1	178.2	178.3	178.4	178L.1	178L.2	178S.1	178S.2	178S.3	178S.4	275.1	275.2	275.3	275.4	275L.1	275L.2	275S.1	275S.2	275S.3	275S.4	282.1	282.2	282.3	282.4	288.1	288.2	288.3	288.4	575.1	575.2	575.3	575.4
LdBPK_160019900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900300	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160020000	54801000	130760000	73881000	50560000	63973000	96761000	17297000	0	0	30316000	55458000	79542000	74851000	66819000	94209000	61156000	28240000	27592000	28219000	29259000	86253000	71233000	75809000	91882000	66002000	82840000	27154000	67190000	37834000	45661000	92779000	89474000	85381000	64981000	54822000	78449000	86612000	66277000	84542000	86027000	88463000	131970000
LdBPK_160020700	240170000	218510000	626310000	202860000	227440000	394880000	361290000	599400000	522100000	294230000	271700000	252690000	420810000	305210000	299040000	214880000	489000000	335460000	415360000	298070000	183440000	272160000	292580000	356080000	312300000	288380000	311790000	233490000	881590000	536610000	394350000	223770000	804840000	504520000	189820000	272500000	225850000	333900000	529850000	271470000	700550000	303860000
LdBPK_160020900	0	0	0	19587000	0	0	0	0	14548000	20325000	0	0	0	0	0	0	17170000	0	0	0	0	0	0	0	0	0	18889000	23283000	21533000	20366000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160021000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11972000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160021200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12495000	0	0	0
LdBPK_160021400	30232000	32262000	33788000	35739000	36504000	31121000	37311000	44118000	23900000	31637000	32071000	0	32513000	20672000	27279000	27738000	27529000	0	0	0	32824000	37977000	51391000	26231000	26371000	37138000	23763000	0	23633000	52384000	41441000	60245000	24597000	36108000	34960000	36917000	31924000	0	24950000	32029000	0	24702000
LdBPK_160021500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160021600	0	0	0	0	8581200	6519000	11171000	0	0	8448200	0	0	0	7181700	8501900	7177500	20463000	0	0	7502100	0	0	0	0	0	0	7421000	0	7514800	0	7629000	0	7656200	7327500	6761100	0	0	0	0	0	0	0
LdBPK_160022100	48349000	45166000	51827000	67316000	66630000	57481000	29202000	38119000	32832000	33065000	76580000	48233000	62116000	61492000	48288000	40962000	19405000	0	0	0	40518000	36677000	36621000	28175000	44052000	39801000	27142000	0	0	33258000	47120000	54236000	40061000	59818000	50462000	57620000	52264000	36106000	42890000	63248000	47616000	38681000
LdBPK_160022200	234140000	72163000	263870000	252780000	233160000	196000000	325370000	143650000	241520000	270110000	174490000	124710000	176220000	227500000	147500000	142100000	159820000	83753000	30523000	114760000	131540000	186190000	199280000	207140000	209700000	203880000	210030000	109590000	146140000	108880000	197820000	201550000	210860000	222230000	142200000	172240000	172720000	162660000	163820000	166260000	245120000	163230000
LdBPK_160022400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10352000	8092400	0	0	0	0	0	0	0	0	7814200	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160022700	0	0	0	0	0	0	5074500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170005000	761200000	775180000	989780000	760510000	770080000	907630000	534860000	624580000	658780000	637290000	921500000	846150000	839210000	1059800000	958160000	803190000	614700000	574130000	554580000	554210000	700620000	827280000	780820000	895450000	794090000	777050000	506820000	650010000	611800000	504160000	888290000	657640000	782420000	872970000	749730000	761490000	838260000	964850000	846240000	754430000	984850000	970940000
LdBPK_170005800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170006800	229250000	346360000	585710000	360510000	0	653210000	183530000	91650000	230060000	130990000	0	415270000	0	726410000	428600000	118510000	251130000	0	197960000	209460000	116970000	0	184450000	378820000	60815000	0	102080000	289280000	180230000	140150000	513580000	0	195510000	0	190490000	122860000	0	250290000	213550000	279470000	497960000	754770000
LdBPK_170007600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20590000
LdBPK_170008200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170008300	0	0	0	0	0	0	20590000	36159000	25620000	0	0	0	0	0	0	0	44906000	0	0	65496000	0	0	0	0	0	0	0	32591000	54059000	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170008900	91780000	100320000	56124000	94499000	81107000	142220000	92120000	120750000	87143000	66471000	54519000	85141000	93193000	116780000	103970000	103180000	69765000	67093000	122380000	92300000	99299000	53987000	66817000	65402000	64354000	59146000	64048000	123240000	107300000	89372000	87786000	87385000	70557000	85587000	92311000	74609000	87713000	97428000	77524000	67750000	83932000	104810000
LdBPK_170009000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170009200	0	0	0	0	0	0	0	0	0	4377900	0	0	0	0	0	0	2694700	0	0	0	0	0	0	0	0	0	0	22220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170009600	189310000	141950000	161000000	185560000	261380000	237480000	202450000	139620000	139690000	175250000	159940000	250690000	155250000	122340000	206270000	215440000	130860000	116070000	207700000	127150000	230640000	169790000	171630000	158430000	188990000	312090000	189200000	142350000	100190000	126580000	156900000	233230000	122820000	121870000	134170000	183660000	143800000	128480000	200620000	167720000	187670000	202980000
LdBPK_170009700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170009900	0	0	0	0	0	0	79474000	0	0	0	0	0	0	75736000	55405000	41446000	0	0	0	0	63173000	0	58328000	0	85772000	0	0	96849000	0	0	0	59310000	0	0	0	0	0	0	0	0	0	0
LdBPK_170010500	24012000	16844000	33395000	34479000	17402000	22360000	0	24357000	36325000	26595000	34381000	17798000	18987000	0	0	39943000	0	17279000	0	23554000	22660000	32820000	22267000	33759000	38759000	15908000	26505000	0	38346000	25698000	28742000	52451000	0	0	23454000	0	29191000	32845000	0	25541000	27779000	17143000
LdBPK_170011200	25130000	0	0	25460000	25225000	0	24268000	24486000	28732000	31405000	21598000	24407000	0	0	21328000	0	25866000	0	0	0	28184000	33007000	24045000	0	33088000	23813000	31418000	60364000	0	0	21511000	16978000	0	18460000	21884000	0	20159000	0	27587000	0	0	0
LdBPK_170011700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170011900	11155000	16963000	0	0	0	0	33399000	33940000	36379000	25682000	11358000	0	17666000	10968000	10837000	11441000	39655000	23133000	26297000	54271000	16917000	0	14057000	11329000	7646700	10065000	37940000	0	37351000	33006000	10320000	0	14392000	13350000	0	0	14050000	0	0	10532000	0	0
LdBPK_170012600	53487000	60765000	53366000	45226000	43549000	40764000	36041000	0	22489000	39677000	62529000	51768000	55206000	42999000	27166000	43722000	30633000	27645000	0	20628000	41110000	30547000	47267000	40819000	41939000	44828000	29632000	0	37482000	29957000	32352000	27688000	38306000	46697000	32877000	48067000	37327000	48398000	22406000	40040000	36439000	35322000
LdBPK_170013100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7188700	0	0	0	0	0
LdBPK_170013500	0	0	0	0	0	0	0	22792000	19106000	26403000	0	0	0	0	0	0	47907000	50536000	25789000	65772000	10154000	10902000	17888000	10068000	0	0	56634000	20240000	57861000	40185000	7098400	13345000	7625100	8835500	0	13168000	0	12787000	0	0	0	0
LdBPK_170013700	247930000	481280000	183740000	116640000	269150000	158610000	332100000	274850000	147550000	252250000	245710000	328570000	167900000	140770000	160280000	319220000	187930000	281160000	300880000	350710000	393230000	297830000	256540000	250450000	185630000	243820000	227710000	259510000	145060000	249900000	233760000	331720000	247570000	233680000	243680000	206940000	225080000	193310000	223740000	171510000	169150000	245480000
LdBPK_170014300	81042000	113780000	50461000	58165000	49973000	76891000	51061000	89936000	76146000	60618000	55116000	49127000	67139000	60009000	59608000	67709000	63454000	81589000	94676000	113940000	62700000	59953000	58643000	62539000	40782000	43325000	56953000	40568000	63450000	69744000	48475000	36600000	69180000	51756000	68078000	53699000	53096000	59461000	54235000	47529000	46036000	60384000
LdBPK_170014800	15142000	0	0	0	18102000	12684000	24334000	17668000	0	21256000	0	15937000	0	13478000	14173000	18474000	18489000	0	0	25420000	19267000	18790000	20275000	18634000	14223000	20370000	22966000	19955000	19730000	22894000	0	12045000	11222000	13809000	0	0	0	16212000	17934000	0	14434000	17624000
LdBPK_170015700	282930000	261580000	218790000	232930000	238520000	284480000	229120000	349510000	325750000	334230000	300020000	242480000	276080000	283940000	235150000	226300000	316560000	329560000	261350000	289200000	177220000	224680000	248630000	220580000	184040000	248060000	254060000	362800000	189280000	365810000	309400000	268980000	310850000	279330000	289170000	265980000	285470000	272130000	269700000	302420000	251670000	310370000
LdBPK_170015800	148080000	117790000	117420000	130570000	134300000	146940000	124580000	158060000	138860000	137370000	139140000	178170000	124400000	154540000	140640000	129830000	128120000	137190000	129560000	106830000	119180000	133830000	157820000	151740000	124920000	148580000	187530000	63718000	165170000	110520000	139950000	89178000	127800000	131370000	131170000	112140000	113250000	128570000	119040000	122900000	148510000	157580000
LdBPK_170016600	15826000	0	0	18106000	13886000	19480000	13865000	0	25686000	17003000	13659000	0	26270000	0	17953000	0	23706000	0	0	14958000	25342000	21004000	0	0	24642000	0	0	0	26773000	0	89217000	13761000	39380000	49354000	38766000	0	28165000	35284000	22939000	0	20237000	0
LdBPK_170016700	235060000	282600000	180160000	221830000	205510000	289660000	227560000	269900000	210120000	241180000	245160000	216190000	222880000	246710000	227380000	194470000	245090000	233680000	305200000	379190000	300930000	325770000	354660000	328600000	270780000	357530000	429920000	358590000	495170000	475070000	301350000	234570000	269830000	275370000	278910000	265920000	277540000	260200000	226330000	213610000	208350000	237460000
LdBPK_170016900	0	0	0	0	0	0	100190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47178000	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170017000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34239000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170017100	0	0	14625000	0	0	0	15308000	0	16782000	0	20277000	0	0	0	0	0	15959000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17624000	0	0	0	0	0	0	0	0
LdBPK_170017200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12951000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170017700	62435000	33545000	77811000	67002000	53187000	49935000	33406000	0	32163000	44054000	87512000	70309000	56728000	50927000	77188000	63722000	0	0	0	23060000	48354000	73961000	72917000	89731000	58782000	94095000	0	0	37413000	16521000	65061000	70936000	64135000	61375000	64624000	72659000	60177000	75062000	64114000	94582000	60844000	48621000
LdBPK_170017800	0	0	0	0	0	0	0	8686900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170018200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17995000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14610000	0	0	0	0	0	0	0	0	0	0
LdBPK_170018600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201610	0	0	0	0	0	0	0	0	0
LdBPK_170019200	0	0	0	0	0	0	0	15079000	14733000	0	0	0	0	0	0	0	0	0	0	31582000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170019800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170020400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45306000	42281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170020600	44974000	0	56479000	47158000	80265000	59302000	48111000	0	36540000	44062000	68077000	66887000	79687000	60655000	66007000	56158000	24624000	25362000	0	19023000	36379000	37841000	40830000	48900000	44496000	51725000	24562000	0	0	30118000	37246000	62518000	38695000	60801000	61472000	57901000	54752000	55159000	64438000	43671000	33550000	64824000
LdBPK_170020700	26520000	0	23976000	23525000	39489000	44780000	0	25235000	27576000	21055000	32756000	21260000	30071000	26140000	35871000	25007000	27564000	0	0	22497000	18636000	24916000	28916000	20130000	19271000	31561000	18250000	0	0	0	28868000	19778000	21307000	16191000	22687000	25905000	16333000	28716000	0	31054000	23983000	25249000
LdBPK_170021000	76974000	0	33208000	57014000	108440000	10655000	110670000	0	47857000	55555000	31027000	19391000	27893000	31564000	86472000	86936000	22686000	0	0	0	127190000	20278000	17612000	8196800	112530000	33444000	36882000	0	13691000	12214000	63691000	129680000	26897000	51688000	60499000	18152000	47901000	32571000	46114000	58322000	44996000	24914000
LdBPK_170021100	484750000	437560000	487230000	549900000	519060000	602860000	362530000	272000000	392360000	352810000	486310000	393480000	485750000	544060000	587300000	422960000	382470000	283050000	242810000	303760000	406280000	384780000	447780000	469960000	433570000	435700000	333570000	365900000	322950000	267790000	418210000	407180000	405200000	482210000	454960000	427810000	494220000	489620000	483110000	536500000	644950000	734540000
LdBPK_170021500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9578900	0	0	0	0	0	0	0	0	0
LdBPK_170021900	0	0	9733100	15558000	18280000	0	0	0	14308000	15368000	0	10037000	18396000	0	0	13673000	0	0	0	0	0	0	0	17333000	0	8733300	0	0	0	0	0	13157000	0	9380200	0	20152000	0	7817600	0	0	10461000	12284000
LdBPK_170022100	75218000	0	34072000	44598000	73043000	55810000	20879000	0	22817000	105260000	67150000	0	35515000	28644000	31413000	11843000	0	0	0	0	20876000	0	71020000	42701000	32902000	0	78480000	0	0	0	41746000	8214400	28209000	0	0	0	0	83076000	43782000	0	30570000	0
LdBPK_170022300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11466000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_170022400	0	0	19205000	36081000	36277000	42539000	26197000	31475000	46867000	31154000	42695000	0	74315000	46071000	47233000	33523000	35888000	0	0	0	0	0	0	0	29010000	0	37501000	0	17683000	50226000	67572000	32996000	38604000	53312000	53540000	0	0	31765000	27668000	42767000	25352000	25443000
LdBPK_170022500	41765000	21742000	0	44332000	26382000	26153000	17627000	12258000	7193600	20513000	36824000	31316000	41042000	21681000	35939000	44657000	12462000	19730000	0	0	25886000	36295000	20152000	32160000	27270000	20186000	15411000	0	0	0	45877000	24885000	29079000	30667000	35357000	29321000	31033000	21831000	0	38517000	29523000	28727000
LdBPK_180005000	58844000	51808000	35680000	61413000	83726000	56708000	35736000	73531000	49052000	69568000	60753000	46654000	78811000	51898000	45662000	52350000	50844000	85919000	84016000	64958000	35947000	38749000	54060000	32415000	33303000	34197000	44327000	34214000	53953000	66001000	47064000	52185000	51073000	48797000	52170000	77711000	44420000	45826000	51416000	65304000	39571000	47004000
LdBPK_180005100	103050000	88615000	109520000	91408000	100580000	85997000	109380000	111600000	81964000	82335000	90487000	115740000	57325000	95364000	85453000	98874000	89390000	75460000	76038000	79875000	92079000	74001000	75688000	103960000	96417000	86660000	90325000	76374000	65977000	75551000	123540000	104640000	111490000	110840000	75844000	62143000	69939000	78286000	74551000	86235000	131230000	73972000
LdBPK_180005500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8314000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_180005800	17309000	20742000	18078000	35408000	20431000	16566000	23571000	11333000	15458000	20448000	18691000	18516000	25395000	18964000	0	15230000	19433000	22957000	0	14493000	13746000	15887000	32383000	15306000	24215000	27409000	0	0	15325000	22404000	20680000	23142000	17945000	15972000	27967000	27957000	19122000	18720000	14544000	28750000	12856000	19004000
LdBPK_180006100	0	0	0	0	0	0	0	0	0	16793000	17512000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19985000	0	0
LdBPK_180006400	48434000	68718000	39873000	42744000	56369000	47906000	26877000	21983000	39006000	38307000	48630000	62338000	48411000	40652000	53408000	60771000	32627000	31866000	39406000	27082000	53933000	68471000	55070000	59924000	56770000	52004000	32333000	26412000	53784000	45208000	47593000	44636000	36213000	42296000	49508000	70979000	55563000	51567000	32521000	52408000	33053000	45621000
LdBPK_180006900	33517000	0	41237000	27604000	29200000	34384000	0	0	0	31242000	0	0	33789000	39162000	28501000	26406000	25787000	0	0	0	20950000	0	23919000	24549000	21084000	31171000	0	0	0	0	30905000	24829000	26447000	35532000	31177000	0	23457000	0	0	42413000	29947000	34793000
LdBPK_180007000	283390000	297090000	319750000	272450000	242620000	362780000	206380000	311080000	202760000	209330000	235220000	229170000	265690000	316700000	245070000	213880000	275650000	243160000	228870000	316950000	249110000	201440000	208250000	203850000	159340000	185390000	216050000	203940000	234120000	228270000	279280000	165810000	245300000	269450000	263960000	237020000	291010000	303900000	286080000	264170000	319800000	371370000
LdBPK_180007100	15190000	0	13211000	14154000	20551000	12650000	30494000	0	0	0	0	20307000	0	0	27617000	58609000	0	0	0	0	52408000	0	0	0	61707000	29797000	0	0	13735000	0	0	32884000	0	0	0	0	0	0	0	0	0	0
LdBPK_180007200	0	0	9358600	13678000	0	14975000	0	0	0	0	0	0	0	17638000	13795000	10284000	0	0	0	0	0	0	0	11793000	14679000	0	0	0	0	0	15333000	10830000	0	0	12266000	0	0	17998000	12069000	0	0	0
LdBPK_180007600	142980000	121620000	129540000	168040000	233720000	154200000	194290000	148920000	193290000	354520000	90326000	123410000	124210000	138620000	167410000	107530000	181100000	176400000	248450000	187600000	120270000	116190000	158300000	157500000	138350000	170790000	168780000	111890000	201210000	139190000	148650000	172120000	116150000	116840000	161610000	95880000	135200000	141760000	211370000	136440000	212920000	241490000
LdBPK_180007700	66048000	83530000	53893000	61276000	54415000	49854000	61736000	80717000	81996000	61748000	48531000	61855000	64441000	62392000	45874000	61613000	77533000	93252000	99739000	66280000	47215000	72433000	70535000	81184000	56171000	90453000	73066000	40944000	90008000	91894000	66865000	59756000	67372000	71434000	48913000	118420000	50105000	45290000	55541000	70401000	59453000	54788000
LdBPK_180007900	67276000	74035000	71479000	44885000	64930000	62455000	0	0	14988000	22941000	52959000	47785000	57762000	35173000	55408000	55456000	0	0	0	0	56641000	70035000	42340000	67680000	45878000	48899000	0	0	0	0	37477000	32202000	37008000	41554000	58189000	62789000	59911000	78915000	70381000	44486000	59028000	52996000
LdBPK_180008200	0	0	32088000	0	25657000	33610000	0	0	0	21619000	0	0	26794000	0	31565000	0	0	0	0	0	0	0	17061000	0	0	0	0	0	0	0	26484000	0	0	23293000	20548000	0	0	0	0	17959000	0	0
LdBPK_180008400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_180008700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4739200
LdBPK_180009400	23723000	30566000	13343000	24447000	25189000	22735000	37846000	46733000	29173000	38173000	23788000	26180000	30068000	0	15067000	14471000	35887000	39954000	48226000	40324000	25802000	23480000	29826000	17480000	15819000	25379000	30364000	0	0	47897000	25534000	23163000	18465000	18929000	26119000	29618000	25022000	24182000	16299000	38685000	17413000	19547000
LdBPK_180009500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23771000	0	0	0	0	0	0	20640000	0	0	0	0	0	0	0	0	0	0
LdBPK_180009600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28610000	14441000	0	64464000	0	23951000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_180010000	1482000000	1168000000	1398600000	1453000000	1484500000	1614600000	1339300000	1826600000	1876300000	1623100000	1601500000	1252900000	1507600000	1728600000	1383500000	1296300000	1968600000	1367500000	1310900000	2199000000	1209000000	1555600000	1639400000	1637500000	1326800000	1586200000	1671000000	962980000	2058500000	1926100000	1673700000	1360800000	1689500000	1777000000	1593100000	1572200000	1554600000	1609800000	1657400000	1748700000	1701800000	1787700000
LdBPK_180010200	0	0	17639000	0	0	0	0	20712000	0	17273000	0	18347000	0	0	0	17909000	20329000	0	0	0	25640000	15208000	0	19058000	0	0	16975000	25675000	0	19010000	0	20464000	0	0	24677000	0	0	0	14955000	0	0	16784000
LdBPK_180010400	32401000	28218000	41322000	28409000	25556000	31425000	27975000	17061000	32689000	28946000	0	35483000	0	32968000	27953000	33588000	29142000	0	0	0	41463000	41533000	27201000	40698000	31786000	32348000	30685000	0	0	24945000	27363000	27367000	30233000	31897000	36174000	0	27329000	30311000	30494000	26412000	26288000	0
