Protein IDs	173.1	173.2	173.3	173.4	173L.1	173L.2	173S.1	173S.2	173S.3	173S.4	178.1	178.2	178.3	178.4	178L.1	178L.2	178S.1	178S.2	178S.3	178S.4	275.1	275.2	275.3	275.4	275L.1	275L.2	275S.1	275S.2	275S.3	275S.4	282.1	282.2	282.3	282.4	288.1	288.2	288.3	288.4	575.1	575.2	575.3	575.4
LdBPK_270027300	156540000	132530000	157250000	196580000	155590000	207230000	102400000	114320000	250660000	146500000	167270000	151900000	171630000	215300000	221150000	204770000	195330000	136190000	88945000	171280000	221220000	184600000	170750000	175850000	208240000	166930000	157620000	186100000	167780000	118290000	217900000	244860000	136630000	208610000	155150000	156780000	214790000	176000000	149960000	154320000	160590000	169880000
LdBPK_270027500	0	0	0	0	0	0	0	0	0	5935900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_270028000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20499000	0	15345000	0	0	0	0	0	0	0	0	0	16601000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_270028100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9602800	0	0	0
LdBPK_270028300	15880000	0	11462000	17594000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20555000	0	0	0	0	10216000	0	0	13297000	0	0	0	0	0	0	0	0	0	0
LdBPK_270028400	18238000	17981000	0	18820000	15982000	19032000	20500000	23853000	21809000	22816000	13909000	0	19674000	24502000	21347000	14303000	22854000	21722000	18361000	18645000	0	0	22637000	16063000	27002000	15759000	31338000	36504000	32842000	0	22849000	15456000	23054000	17031000	15646000	0	20617000	16814000	23995000	14750000	23585000	0
LdBPK_270029300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_270029400	0	0	0	11547000	7060300	0	9382600	0	0	0	0	0	8980700	8711100	0	0	14821000	0	19150000	9050300	0	0	0	6917600	0	8948100	0	37888000	0	0	6423700	0	0	10827000	0	8707200	0	0	0	0	0	0
LdBPK_270029800	73860000	90559000	103020000	53497000	81382000	71652000	89226000	60414000	51153000	77567000	60416000	108850000	71139000	63703000	87309000	119440000	51249000	48247000	102180000	85105000	114120000	80547000	94718000	69830000	90941000	107500000	80746000	62719000	49394000	0	67281000	128580000	73958000	57544000	69992000	91679000	87433000	76778000	93239000	84073000	98746000	115160000
LdBPK_270030700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5508000
LdBPK_270031000	57823000	90763000	50959000	51205000	62831000	104160000	50359000	60105000	35717000	46865000	140120000	102940000	78302000	79510000	66480000	74816000	48275000	62356000	57608000	51619000	56063000	69460000	63434000	63300000	39515000	62705000	37671000	33865000	24958000	46329000	94241000	76635000	82643000	62869000	75198000	65111000	113760000	69988000	70683000	82583000	78503000	103040000
LdBPK_270031100	550070000	563560000	644690000	491820000	553590000	519000000	323650000	493120000	476780000	500030000	888620000	656260000	857660000	764230000	559120000	585520000	677790000	760320000	587160000	673360000	385150000	481830000	629220000	383180000	345060000	516540000	408110000	561420000	359350000	534420000	695790000	613210000	543260000	775410000	870660000	840940000	882600000	730330000	677440000	740020000	600470000	779160000
LdBPK_270031900	28105000	29993000	27759000	18184000	28156000	30246000	46647000	35415000	32037000	31260000	28062000	32218000	24183000	26133000	43970000	45085000	36363000	26890000	26908000	56093000	0	42347000	27334000	32842000	25110000	26640000	38437000	57466000	64179000	29796000	26734000	32045000	26314000	38117000	37347000	29302000	22720000	46473000	33926000	23187000	29772000	30594000
LdBPK_270032000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42331000
LdBPK_270032200	19490000	0	0	18057000	21734000	20584000	31416000	65007000	20751000	38674000	26400000	0	21079000	0	0	15672000	34264000	0	28646000	33502000	11737000	0	27433000	15407000	0	15876000	20875000	13627000	37608000	56292000	0	0	14522000	17993000	0	30111000	0	0	16864000	0	16219000	0
LdBPK_280005100	0	10844000	6858100	7099100	0	8434600	0	0	7177800	8690600	7874200	7209000	6579200	7484200	0	0	7260900	11110000	0	0	0	5376800	0	5867400	5591100	6149200	7093500	17197000	0	10950000	6520100	5792500	0	0	7761800	7686800	6319500	0	9526400	8316000	0	6603300
LdBPK_280005300	0	0	0	0	0	0	0	0	0	0	8585000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280005400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13186000	0	0	0	0	0	0	0	17921000	10466000	15691000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280006000	21086000	0	0	18331000	21045000	0	0	0	0	24887000	25038000	21177000	0	0	0	28402000	0	0	0	32715000	0	19578000	16730000	17770000	22040000	51122000	33157000	0	0	22911000	0	21735000	0	0	0	0	29597000	0	0	24172000	0	0
LdBPK_280006100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14140000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280006300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6795100	0	0	7220900	0	0	0	0	0	0
LdBPK_280007000	85811000	0	20797000	149440000	120380000	69566000	34260000	0	55573000	207370000	77571000	0	93470000	50785000	128570000	60662000	50850000	53423000	55244000	0	87547000	114060000	86007000	137670000	83057000	210320000	76734000	0	9163100	113710000	64528000	275350000	0	192450000	78562000	87892000	81710000	77886000	5970800	89780000	11916000	98803000
LdBPK_280007300	38225000	55488000	37856000	34567000	45124000	40726000	41789000	48359000	71812000	42573000	28924000	31593000	32558000	34867000	29398000	35444000	54879000	47137000	54141000	61488000	20250000	32805000	32188000	44068000	31552000	22230000	32750000	0	59020000	68051000	35501000	39394000	62267000	38335000	31975000	26345000	25477000	0	41454000	22458000	39416000	27498000
LdBPK_280007400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280007700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280007800	0	3443100	0	0	0	0	0	0	0	0	3414700	0	0	0	2646500	0	5196600	0	6663200	0	0	3260100	0	0	0	0	4432600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280008200	0	0	0	10119000	0	0	0	0	0	6489500	0	7328800	0	0	0	0	0	7487400	0	0	0	0	0	3365300	0	0	0	0	0	0	5148500	5379300	0	0	0	0	0	0	0	0	0	0
LdBPK_280008700	0	0	11590000	21102000	18119000	14450000	12818000	22106000	0	0	13017000	11742000	18270000	17327000	13296000	14766000	0	15068000	0	15536000	0	14462000	11218000	14021000	10622000	20053000	13145000	0	15065000	15409000	14075000	14643000	19182000	15699000	20035000	0	21429000	18284000	18082000	17035000	11536000	10582000
LdBPK_280009000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4663900
LdBPK_280009400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280009600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3212600
LdBPK_280009700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30375000	0	0	0	0	0	0	0	0	0	0
LdBPK_280009900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280010100	0	0	3311500	0	7032400	0	0	0	2582500	0	5445300	0	0	0	3778900	0	0	0	0	0	0	3590700	4753600	2963400	0	0	0	0	0	0	3635600	0	3603000	3322700	0	0	0	3872600	1850700	0	3387300	0
LdBPK_280011100	0	0	0	0	0	0	0	24404000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795900	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280011800	26068000	0	18929000	26468000	0	30708000	31271000	0	0	24866000	33968000	28624000	43958000	28348000	24632000	49694000	28587000	0	0	29110000	29775000	23729000	27209000	23116000	13356000	36619000	0	32411000	0	21444000	24075000	33235000	0	26001000	29203000	47269000	27061000	26914000	25453000	34310000	17373000	32445000
LdBPK_280011900	175090000	256960000	148220000	166620000	204570000	156170000	221740000	164710000	233850000	254850000	125590000	171950000	140770000	112240000	131330000	177310000	227320000	258490000	263020000	176490000	145450000	130170000	143640000	172580000	176920000	186470000	213030000	197280000	176480000	252790000	178200000	133730000	185470000	156330000	192390000	177200000	127330000	110630000	148130000	218850000	173490000	335510000
LdBPK_280012200	0	7599000	0	0	5135100	0	0	0	8242800	6147100	6042600	0	0	0	0	0	0	6785700	0	7645900	0	5332200	0	0	0	6369400	0	7823000	0	6657900	4964800	0	0	5527500	5834400	0	5148200	0	0	0	0	6170600
LdBPK_280012300	0	0	32107000	0	0	31084000	0	0	0	0	0	0	0	25584000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14133000	0	0	0	0	0	25351000	0	0	0	0
LdBPK_280012400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13311000	0
LdBPK_280012500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50848000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280013000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280013200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8391500	0	0	0	0
LdBPK_280013300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451900
LdBPK_280013600	301360000	390310000	312290000	149710000	230590000	347240000	176210000	317370000	292370000	273120000	370000000	263240000	429520000	284410000	327740000	270610000	286480000	302700000	496070000	288980000	332270000	327630000	213680000	312950000	311990000	278850000	264150000	409290000	277700000	315910000	324650000	290420000	246430000	363470000	307470000	269810000	321170000	298920000	277370000	284260000	203550000	355000000
LdBPK_280014200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280014400	28391000	0	33621000	36886000	31688000	36524000	35547000	0	22775000	24176000	73103000	33334000	99320000	71016000	42850000	45376000	30901000	0	0	0	55350000	40834000	65011000	48016000	46206000	63295000	0	0	36279000	57681000	98748000	82225000	108160000	114140000	63902000	86488000	88950000	65223000	41699000	83182000	43994000	49651000
LdBPK_280014800	150160000	152060000	177020000	167770000	178540000	141230000	207540000	197240000	182350000	153530000	166440000	160860000	115430000	152710000	174270000	201470000	114390000	138770000	132960000	233020000	178860000	158140000	140090000	175310000	204920000	180330000	122910000	114730000	155290000	149640000	132940000	177130000	143110000	141510000	150970000	105440000	137310000	123500000	160610000	179400000	131900000	132770000
LdBPK_280014900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4436900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280015000	32757000	0	62119000	49658000	0	42684000	44865000	48710000	46223000	37889000	51353000	39964000	0	55083000	59291000	37944000	75972000	0	77316000	63228000	62842000	53464000	55829000	62371000	60793000	60141000	102830000	0	88773000	53989000	46583000	30949000	58956000	58494000	32755000	54934000	25720000	46953000	53231000	36593000	70672000	49626000
LdBPK_280015200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280015300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15668000	24478000	0	35524000	0	0	0	0	0	0	18610000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280016100	57010000	64394000	48034000	57190000	40444000	41661000	41740000	38480000	47373000	48637000	66094000	67179000	74234000	47168000	74331000	83045000	56930000	64714000	55166000	50731000	48697000	61715000	56082000	58501000	48315000	37987000	54249000	127760000	48448000	60620000	82228000	63952000	94683000	83828000	76337000	50604000	60677000	61991000	53184000	82379000	52124000	42447000
LdBPK_280016700	835070000	0	115840000	1173900000	426240000	518190000	463700000	988880000	361110000	798240000	421890000	1456300000	596880000	514250000	463330000	964210000	1459000000	0	0	1091200000	361850000	395420000	458780000	854990000	875710000	445800000	549130000	0	743730000	846830000	1139500000	355230000	274560000	467650000	1233200000	601060000	974200000	0	129850000	749620000	649230000	335430000
LdBPK_280017000	88947000	104920000	64756000	71083000	129860000	94009000	119930000	115360000	100290000	162630000	29010000	158450000	54945000	0	80533000	84355000	81738000	128610000	117390000	165490000	193020000	98578000	174830000	118470000	113170000	150730000	136920000	194150000	143160000	131720000	55405000	103050000	68499000	41695000	94190000	58590000	48898000	72668000	119320000	98439000	109860000	77621000
LdBPK_280017600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9811400	0	0	0	0	0	0	0	0	0	0
LdBPK_280017700	1860100000	2316900000	1680700000	1465900000	1798900000	1800400000	2162000000	2580900000	2281500000	2454900000	1695500000	2522300000	1620100000	1719200000	2020100000	2111400000	2091800000	2192900000	2256500000	2806800000	2570000000	2252800000	2150600000	2162500000	1847600000	2239100000	2126200000	2675900000	1895000000	2221600000	1920200000	2151200000	1716400000	1856200000	1635500000	1587000000	1469400000	1582600000	1746400000	1678800000	1867600000	2099400000
LdBPK_280017900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5272400	0	0	0	0	0	0	0	0	0	0
LdBPK_280018100	94739000	84607000	45897000	68850000	91532000	89036000	82754000	44324000	56943000	66322000	93043000	113220000	84880000	83780000	94866000	123160000	57746000	153340000	57439000	63602000	61663000	79820000	86320000	80739000	84529000	106310000	35451000	80552000	25119000	50033000	60765000	92099000	59228000	81165000	60828000	58397000	100810000	55269000	70183000	94123000	42048000	59291000
LdBPK_280018200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261890	0
LdBPK_280018500	167650000	115540000	129030000	167430000	149100000	206970000	45079000	81170000	108140000	95166000	132970000	93689000	108450000	116560000	147390000	125260000	107040000	38661000	0	87959000	96088000	130400000	90164000	92800000	88921000	117390000	58018000	22534000	32407000	79968000	73721000	84991000	38198000	51564000	136650000	154290000	121190000	126510000	125800000	132110000	95248000	208090000
LdBPK_280019200	0	35410000	0	0	0	37388000	0	0	0	28917000	0	0	29712000	0	0	0	0	0	0	0	31943000	0	0	0	0	0	0	0	0	0	0	0	25029000	0	0	0	32042000	0	0	35054000	28877000	37058000
LdBPK_280019400	0	0	0	11347000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10017000	0	13552000	0	0	0	0	0	0	0	0
LdBPK_280019500	97495000	119070000	86442000	80661000	82685000	106270000	109320000	121700000	137440000	129220000	121610000	90454000	80077000	117040000	93631000	86580000	159920000	137090000	156380000	171870000	108710000	116180000	87105000	91932000	103210000	101260000	139280000	158800000	109270000	144120000	115600000	66437000	89794000	110710000	94620000	73485000	96189000	94333000	92723000	98499000	77907000	81869000
LdBPK_280020100	0	0	0	8372300	9713400	0	0	0	0	10473000	0	9719500	0	8240700	7937000	0	0	0	0	0	0	15254000	0	0	7820200	12528000	0	0	0	0	9170100	0	0	0	0	0	0	9926100	0	0	0	0
LdBPK_280021000	0	0	79610000	0	31161000	0	0	0	54706000	26662000	43523000	0	63045000	59043000	0	14581000	0	0	0	0	0	0	29172000	42245000	0	22386000	0	0	61834000	0	0	15949000	0	0	0	51553000	33748000	47414000	59397000	34154000	61517000	23480000
LdBPK_280021500	32505000	0	33237000	25394000	28619000	39235000	41877000	36043000	41424000	33048000	28682000	42024000	43492000	35005000	35109000	37326000	35931000	0	0	42176000	41286000	39606000	40413000	29516000	45565000	40426000	31211000	29688000	0	47917000	31397000	65819000	26241000	39705000	21994000	25871000	22277000	29282000	30345000	37738000	43040000	20859000
LdBPK_280022000	179280000	285930000	96598000	190190000	205530000	204230000	216360000	0	339670000	384210000	191380000	122650000	42491000	135450000	110360000	137820000	293870000	324550000	0	159000000	143590000	204480000	197860000	163520000	97955000	192390000	252680000	237090000	207350000	400190000	239390000	208900000	208300000	215700000	167170000	232360000	165060000	185750000	100940000	242130000	117030000	184790000
LdBPK_280022700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280023100	0	0	0	0	0	0	0	0	0	0	12011000	12530000	0	0	0	0	0	0	0	0	0	11737000	0	0	0	0	0	0	0	0	0	0	0	0	10672000	0	12775000	0	0	0	0	0
LdBPK_280023300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38995000	0	0	0	0	0	0	0	0	0	57871000	0	0	0	0	0	67224000	0	0	0	0	0	0	0	0	0	0
LdBPK_280023700	124440000	186290000	113270000	145620000	131930000	176940000	134430000	121820000	134220000	144650000	152920000	103770000	165610000	138190000	130070000	104190000	158130000	144170000	168920000	147390000	134230000	116490000	110530000	133040000	108080000	136140000	141120000	108160000	136860000	173940000	159860000	151980000	107970000	112400000	131970000	111760000	140320000	135050000	123490000	143190000	137320000	139830000
LdBPK_280023800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5935600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280024200	21588000	25632000	11144000	24193000	27529000	10874000	20550000	18481000	16101000	21238000	18034000	17403000	0	24015000	19203000	16064000	19269000	26587000	0	18308000	11712000	0	22677000	21134000	17612000	15509000	20699000	30928000	17888000	17687000	17335000	29783000	13469000	13288000	18165000	15135000	0	18355000	14131000	17986000	14255000	12724000
LdBPK_280024500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000000
LdBPK_280024600	161240000	185830000	202700000	141630000	165490000	163230000	171810000	185650000	154170000	157750000	144960000	143260000	231670000	180800000	139190000	129250000	151320000	100920000	51804000	162840000	119510000	156690000	169000000	180130000	151620000	190630000	168360000	222720000	265740000	227570000	159780000	122610000	165570000	170800000	146140000	143580000	199690000	174760000	162910000	163210000	166290000	140330000
LdBPK_280024800	135860000	119980000	96900000	96617000	187370000	102890000	33990000	74447000	52548000	129570000	218280000	171920000	204350000	182910000	172240000	210400000	91818000	83363000	0	91764000	184380000	160130000	204000000	100340000	182920000	210290000	71629000	0	42526000	110020000	150540000	210000000	74261000	177290000	163150000	182640000	165410000	135930000	77470000	175370000	75963000	107640000
LdBPK_280025000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280025600	22200000	21182000	15914000	0	20046000	0	18421000	26347000	0	18503000	0	20260000	0	27492000	21477000	21471000	0	0	0	25453000	26402000	19270000	24988000	0	24124000	18507000	20529000	32214000	0	0	22798000	16536000	0	20991000	19282000	0	0	25813000	32489000	0	19731000	26990000
LdBPK_280025700	122300000	205130000	103430000	89765000	97007000	161070000	78263000	141320000	128830000	106920000	92284000	106070000	119590000	140470000	91318000	120150000	108920000	98231000	251070000	146130000	150250000	112050000	100010000	140410000	77354000	86532000	105680000	175610000	133740000	121220000	122390000	80885000	83694000	112930000	98050000	92700000	105540000	123730000	108620000	99495000	108540000	163450000
LdBPK_280025900	34958000	41004000	41746000	39344000	54255000	29080000	0	0	0	34843000	24273000	33955000	39015000	44442000	31208000	34160000	0	0	0	0	31837000	31123000	36557000	37149000	25350000	29512000	0	0	29515000	0	21721000	27300000	25917000	28650000	26069000	38865000	30642000	29376000	31256000	34709000	22747000	49735000
LdBPK_280026000	78550000	59262000	107610000	126170000	63423000	66022000	77660000	74427000	92633000	81011000	63288000	22419000	78970000	108700000	75644000	58202000	61400000	48159000	0	46546000	50377000	42745000	42544000	53417000	56851000	42810000	42365000	0	50304000	0	101890000	67764000	89381000	111210000	64707000	38400000	72968000	83344000	113860000	63906000	111040000	84506000
LdBPK_280026200	22212000	0	25175000	21182000	29527000	21329000	0	0	0	13843000	31661000	0	28383000	31063000	26759000	21915000	0	0	0	0	9934100	23197000	0	0	20019000	0	0	0	18065000	0	28468000	24019000	26882000	36743000	26961000	0	0	29025000	27007000	32864000	21567000	14024000
LdBPK_280026400	0	0	0	0	3943800	0	0	0	4297400	3549300	0	0	0	0	0	0	4889600	0	5605700	14480000	0	0	0	0	0	0	3641400	577540000	3093200	5049300	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280026800	8957100	13048000	10565000	17153000	12065000	7970700	0	0	0	0	5609800	5685100	11752000	6645900	6830100	0	0	0	0	0	6143800	7253000	11581000	8513000	7939200	8438500	0	0	0	0	6608800	10008000	0	7018200	7916300	8824000	9140600	9337800	0	8448000	9483000	0
LdBPK_280027100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397800	0	0	0	0	0	0	0	0
LdBPK_280027300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14184000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280027400	0	37294000	0	0	28428000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19304000	0	0	0
LdBPK_280027500	27714000	0	21749000	0	24365000	20499000	0	0	0	18707000	26821000	27336000	30134000	34822000	35056000	32770000	27346000	33252000	0	34191000	29726000	24595000	27846000	33437000	27577000	20454000	17791000	50892000	16885000	0	22722000	36125000	0	25827000	25139000	20993000	0	28343000	15909000	0	22994000	26760000
LdBPK_280027600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7377200	0	0	0	0	0	0	0	0	0	0
LdBPK_280028100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26623000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280028400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9619900	0	0	0	0
LdBPK_280028500	383340000	481990000	420180000	353810000	456040000	525760000	230560000	303740000	362410000	307300000	415370000	437480000	441770000	354940000	411910000	415300000	319480000	248370000	293570000	296060000	384960000	408820000	391370000	477860000	340910000	396360000	236240000	288550000	304700000	318390000	358730000	294530000	301800000	366240000	394310000	432310000	398770000	347200000	356330000	414270000	469520000	528170000
LdBPK_280028600	0	0	9360100	0	11484000	10526000	8025800	21178000	6157000	11247000	18984000	9764600	15591000	14186000	0	8306700	12380000	0	0	0	9920500	11197000	10848000	11700000	0	0	13934000	0	0	0	10631000	0	0	9841200	23921000	18860000	13544000	13873000	0	15730000	8545800	11801000
LdBPK_280028800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280029000	26088000	56761000	38136000	26449000	22534000	60553000	90015000	93711000	123800000	76127000	40310000	47406000	106940000	69434000	23918000	40389000	188880000	134120000	229420000	212800000	33631000	37092000	37662000	41317000	34151000	13359000	140490000	182430000	193530000	184750000	56866000	18793000	66594000	47558000	24169000	29595000	26594000	25994000	73136000	26347000	64402000	47398000
LdBPK_280029500	151090000	77994000	120860000	267350000	115270000	64770000	175730000	140620000	184890000	168000000	91411000	113820000	64809000	173010000	175640000	179200000	140980000	108930000	81915000	121040000	99685000	125350000	71987000	114710000	234210000	157500000	226040000	139530000	189760000	134380000	171350000	236100000	161830000	132550000	109790000	70242000	127300000	108280000	123030000	90969000	195190000	102620000
LdBPK_280029700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12814000	0	0	0	32451000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_280029800	0	0	8638600	0	6939800	0	7669100	0	0	0	7367500	0	0	0	7870900	0	0	0	0	0	0	0	0	0	7703000	0	0	0	0	0	0	7064000	0	0	0	0	0	0	8512100	0	0	0
LdBPK_280030000	421790000	260420000	484810000	450750000	508920000	527270000	262340000	337220000	363670000	403180000	521270000	372900000	608380000	480830000	480940000	393570000	347510000	208100000	278500000	225590000	231180000	428090000	411240000	377970000	313940000	389800000	257660000	216530000	289120000	307230000	455530000	373200000	375110000	447950000	472710000	529520000	506930000	396270000	499530000	579450000	457610000	462840000
LdBPK_280031300	439120000	252920000	298060000	347410000	364870000	315690000	269590000	516880000	531930000	469520000	312730000	365290000	324190000	281530000	329800000	349630000	426300000	255450000	242010000	547830000	321690000	381520000	357600000	449450000	357570000	383460000	375130000	252070000	432860000	546620000	264780000	384030000	281540000	321290000	274640000	281660000	283300000	316800000	323010000	266970000	311220000	311980000
LdBPK_280031400	317080000	313600000	295980000	322220000	285560000	345690000	450840000	519150000	542630000	473810000	356470000	364100000	329820000	289620000	263700000	298520000	395040000	398510000	501950000	666490000	266940000	346870000	334990000	396540000	286090000	299090000	424970000	605440000	517400000	479290000	354150000	366090000	364250000	359860000	294000000	255540000	270640000	259710000	342930000	308790000	319770000	346050000
LdBPK_280032200	145050000	201540000	222850000	206060000	153000000	189300000	92300000	108190000	131710000	118490000	176190000	118350000	200630000	209580000	190480000	212730000	115220000	123630000	57459000	70920000	161800000	170300000	145810000	179720000	231070000	120570000	88746000	111610000	115310000	133450000	153680000	128430000	170230000	201420000	151890000	149410000	207470000	180140000	164450000	170170000	219550000	143790000
LdBPK_280032300	169900000	221750000	161820000	190760000	210170000	196150000	185650000	281770000	220370000	241290000	176540000	126520000	220590000	194950000	125120000	125400000	226270000	213120000	209810000	206340000	165370000	194450000	237100000	239680000	204740000	219870000	262490000	159020000	273220000	387490000	176800000	131720000	165830000	206960000	158940000	157970000	144980000	162900000	151220000	149830000	158320000	143790000
